x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50
-14.9875,-28.9749,159.2745,-1.9793,0.2234,-9.9875,17.9875,-33.9749,52.3998,255.5992,-110.3121,-0.6598,-0.7515,-2.071,0.9916,0.1294,-14.1014,0.4727,4.4761,2.7718,3.8714,-33.6655,-321.6674,14.9875,-4.9875,0.9888,0.4958,-57.9499,35.9749,62.9123,-62.3873,-3.2988,-2.2544,-0.9358,0.3525,0.025,2.8325,11.2312,-3.2312,1.9832,-8.1535,3.7448,0.0625,-8.1535,-3.7448,0.0,-4.4925,-2.1263,1.3497,-1.0,-51.9624
-14.8872,-28.7744,157.4763,-2.195,0.2257,-9.8872,17.8872,-33.7744,51.6016,252.4037,-108.8146,-0.7317,-0.6817,-2.145,0.9975,-0.0706,-14.1014,0.475,4.4314,2.7655,3.8584,-32.9944,-315.0571,14.8872,-4.8872,1.0892,0.4988,-57.5489,35.7744,62.2131,-61.4888,-3.6583,-2.045,-0.917,0.399,0.0255,2.8266,11.0815,-3.0815,1.995,-8.1753,3.7845,0.0629,-8.1753,-3.7845,0.0,-4.4326,-2.1029,1.3285,-1.0,-51.6617
-14.787,-28.5739,155.6881,-2.3886,0.2279,-9.787,17.787,-33.5739,50.8094,249.2283,-107.3272,-0.7962,-0.605,-2.1974,0.9635,-0.2679,-14.1014,0.4774,4.3872,2.7592,3.8454,-32.3324,-308.5366,14.787,-4.787,1.1773,0.4817,-57.1479,35.5739,61.5178,-60.5963,-3.981,-1.8151,-0.8958,0.4444,0.026,2.8206,10.9327,-2.9327,1.9269,-8.1897,3.8311,0.0633,-8.1897,-3.8311,0.0,-4.3731,-2.0796,1.3076,-1.0,-51.3609
-14.6867,-28.3734,153.91,-2.5583,0.2302,-9.6867,17.6867,-33.3734,50.0232,246.0731,-105.8498,-0.8528,-0.5223,-2.2278,0.8908,-0.4544,-14.1014,0.4798,4.3435,2.7528,3.8323,-31.6792,-302.1053,14.6867,-4.6867,1.2524,0.4454,-56.7469,35.3734,60.8266,-59.7099,-4.2638,-1.5669,-0.8724,0.4887,0.0265,2.8146,10.785,-2.785,1.7816,-8.1961,3.8837,0.0637,-8.1961,-3.8837,0.0,-4.314,-2.0566,1.2868,-1.0,-51.0602
-14.5865,-28.1729,152.1419,-2.7023,0.2326,-9.5865,17.5865,-33.1729,49.243,242.9379,-104.3825,-0.9008,-0.4343,-2.2358,0.7825,-0.6227,-14.1014,0.4822,4.3001,2.7464,3.8192,-31.0349,-295.7625,14.5865,-4.5865,1.3139,0.3912,-56.3459,35.1729,60.1395,-58.8295,-4.5038,-1.303,-0.8469,0.5318,0.027,2.8086,10.6382,-2.6382,1.5649,-8.194,3.9416,0.0642,-8.194,-3.9416,0.0,-4.2553,-2.0338,1.2663,-1.0,-50.7594
-14.4862,-27.9724,150.3839,-2.8191,0.2349,-9.4862,17.4862,-32.9724,48.4689,239.8229,-102.9252,-0.9397,-0.342,-2.2214,0.6428,-0.7661,-14.1014,0.4847,4.2572,2.74,3.8061,-30.3994,-289.5077,14.4862,-4.4862,1.3613,0.3214,-55.9449,34.9724,59.4563,-57.9551,-4.6985,-1.026,-0.8191,0.5736,0.0276,2.8025,10.4925,-2.4925,1.2855,-8.1828,4.0039,0.0646,-8.1828,-4.0039,0.0,-4.197,-2.0112,1.2461,-1.0,-50.4586
-14.386,-27.7719,148.6359,-2.9076,0.2373,-9.386,17.386,-32.7719,47.7008,236.7279,-101.478,-0.9692,-0.2462,-2.1847,0.4773,-0.8787,-14.1014,0.4871,4.2148,2.7335,3.7929,-29.7726,-283.3402,14.386,-4.386,1.3943,0.2387,-55.5439,34.7719,58.7772,-57.0868,-4.846,-0.7387,-0.7894,0.6139,0.0281,2.7964,10.3478,-2.3478,0.9546,-8.1622,4.0696,0.065,-8.1622,-4.0696,0.0,-4.1391,-1.9888,1.226,-1.0,-50.1579
-14.2857,-27.5714,146.898,-2.967,0.2397,-9.2857,17.2857,-32.5714,46.9388,233.6531,-100.0408,-0.989,-0.148,-2.126,0.2927,-0.9562,-14.1014,0.4895,4.1727,2.7269,3.7796,-29.1545,-277.2595,14.2857,-4.2857,1.4128,0.1464,-55.1429,34.5714,58.102,-56.2245,-4.9449,-0.444,-0.7576,0.6527,0.0287,2.7903,10.2041,-2.2041,0.5855,-8.1318,4.1377,0.0654,-8.1318,-4.1377,0.0,-4.0816,-1.9665,1.2062,-1.0,-49.8571
-14.1855,-27.3709,145.1701,-2.9965,0.2421,-9.1855,17.1855,-32.3709,46.1828,230.5983,-98.6137,-0.9988,-0.0483,-2.0459,0.0964,-0.9953,-14.1014,0.492,4.1311,2.7203,3.7664,-28.545,-271.2649,14.1855,-4.1855,1.4169,0.0482,-54.7419,34.3709,57.4309,-55.3682,-4.9942,-0.1448,-0.724,0.6898,0.0293,2.7841,10.0614,-2.0614,0.1929,-8.0916,4.2074,0.0659,-8.0916,-4.2074,0.0,-4.0245,-1.9445,1.1866,-1.0,-49.5564
-14.0852,-27.1704,143.4523,-2.996,0.2445,-9.0852,17.0852,-32.1704,45.4328,227.5637,-97.1966,-0.9987,0.0519,-1.9454,-0.1037,-0.9946,-14.1014,0.4945,4.0899,2.7137,3.753,-27.9441,-265.3559,14.0852,-4.0852,1.4066,-0.0519,-54.3409,34.1704,56.7639,-54.518,-4.9933,0.1558,-0.6885,0.7252,0.0299,2.7779,9.9197,-1.9197,-0.2074,-8.0413,4.2775,0.0663,-8.0413,-4.2775,0.0,-3.9679,-1.9227,1.1672,-1.0,-49.2556
-13.985,-26.9699,141.7445,-2.9653,0.247,-8.985,16.985,-31.9699,44.6888,224.5491,-95.7896,-0.9884,0.1516,-1.8253,-0.2997,-0.954,-14.1014,0.497,4.0491,2.707,3.7396,-27.3517,-259.5318,13.985,-3.985,1.3823,-0.1499,-53.9398,33.9699,56.1008,-53.6738,-4.9422,0.4549,-0.6513,0.7588,0.0305,2.7716,9.779,-1.779,-0.5995,-7.9809,4.3471,0.0667,-7.9809,-4.3471,0.0001,-3.9116,-1.9011,1.148,-1.0,-48.9549
-13.8847,-26.7694,140.0467,-2.9049,0.2495,-8.8847,16.8847,-31.7694,43.9509,221.5546,-94.3926,-0.9683,0.2498,-1.6868,-0.4837,-0.8752,-14.1014,0.4995,4.0087,2.7003,3.7262,-26.7677,-253.792,13.8847,-3.8847,1.3445,-0.2419,-53.5388,33.7694,55.4418,-52.8356,-4.8415,0.7493,-0.6125,0.7905,0.0311,2.7654,9.6393,-1.6393,-0.9675,-7.9107,4.4152,0.0672,-7.9107,-4.4152,0.0001,-3.8557,-1.8796,1.1291,-1.0,-48.6541
-13.7845,-26.5689,138.3591,-2.8153,0.252,-8.7845,16.7845,-31.5689,43.2189,218.5803,-93.0057,-0.9384,0.3454,-1.5314,-0.6483,-0.7613,-14.1014,0.502,3.9687,2.6936,3.7127,-26.192,-248.136,13.7845,-3.7845,1.2936,-0.3242,-53.1378,33.5689,54.7867,-52.0034,-4.6922,1.0363,-0.5721,0.8202,0.0317,2.759,9.5006,-1.5006,-1.2967,-7.8307,4.4808,0.0676,-7.8307,-4.4808,0.0001,-3.8002,-1.8584,1.1103,-1.0,-48.3534
-13.6842,-26.3684,136.6814,-2.6975,0.2545,-8.6842,16.6842,-31.3684,42.4931,215.626,-91.6288,-0.8992,0.4376,-1.3607,-0.787,-0.617,-14.1014,0.5045,3.9291,2.6868,3.6992,-25.6247,-242.5631,13.6842,-3.6842,1.2304,-0.3935,-52.7368,33.3684,54.1357,-51.1773,-4.4958,1.3129,-0.5303,0.8478,0.0324,2.7527,9.3629,-1.3629,-1.574,-7.7413,4.5429,0.0681,-7.7413,-4.5429,0.0001,-3.7452,-1.8373,1.0918,-1.0,-48.0526
-13.584,-26.1679,135.0139,-2.5525,0.2571,-8.584,16.584,-31.1679,41.7732,212.6919,-90.262,-0.8508,0.5254,-1.1763,-0.8941,-0.4479,-14.1014,0.507,3.8899,2.6799,3.6856,-25.0657,-237.0727,13.584,-3.584,1.1558,-0.447,-52.3358,33.1679,53.4888,-50.3572,-4.2542,1.5763,-0.4871,0.8733,0.033,2.7462,9.2262,-1.2262,-1.7882,-7.6428,4.6006,0.0686,-7.6428,-4.6006,0.0001,-3.6905,-1.8164,1.0735,-1.0,-47.7519
-13.4837,-25.9674,133.3563,-2.382,0.2597,-8.4837,16.4837,-30.9674,41.0594,209.7778,-88.9052,-0.794,0.6079,-0.98,-0.9654,-0.2608,-14.1014,0.5096,3.8511,2.673,3.672,-24.5148,-231.6642,13.4837,-3.4837,1.0706,-0.4827,-51.9348,32.9674,52.8458,-49.5431,-3.9699,1.8238,-0.4428,0.8966,0.0337,2.7398,9.0905,-1.0905,-1.9308,-7.5358,4.653,0.069,-7.5358,-4.653,0.0001,-3.6362,-1.7957,1.0554,-1.0,-47.4511
-13.3835,-25.7669,131.7089,-2.1875,0.2623,-8.3835,16.3835,-30.7669,40.3516,206.8839,-87.5585,-0.7292,0.6843,-0.774,-0.998,-0.0633,-14.1014,0.5121,3.8127,2.6661,3.6583,-23.972,-226.337,13.3835,-3.3835,0.9759,-0.499,-51.5338,32.7669,52.2069,-48.7351,-3.6458,2.053,-0.3973,0.9177,0.0344,2.7333,8.9558,-0.9558,-1.996,-7.4209,4.6994,0.0695,-7.4209,-4.6994,0.0001,-3.5823,-1.7752,1.0375,-1.0,-47.1504
-13.2832,-25.5664,130.0714,-1.971,0.2649,-8.2832,16.2832,-30.5664,39.6499,204.01,-86.2218,-0.657,0.7539,-0.5601,-0.9906,0.1367,-14.1014,0.5147,3.7747,2.6591,3.6446,-23.4374,-221.0905,13.2832,-3.2832,0.8727,-0.4953,-51.1328,32.5664,51.5719,-47.9331,-3.285,2.2617,-0.3508,0.9365,0.0351,2.7268,8.8222,-0.8222,-1.9812,-7.2986,4.7388,0.07,-7.2986,-4.7388,0.0001,-3.5289,-1.7549,1.0198,-1.0,-46.8496
-13.183,-25.3659,128.4441,-1.7348,0.2676,-8.183,16.183,-30.3659,38.9542,201.1563,-84.8952,-0.5783,0.8159,-0.3407,-0.9435,0.3312,-14.1014,0.5173,3.737,2.652,3.6308,-22.9107,-215.9241,13.183,-3.183,0.7623,-0.4718,-50.7318,32.3659,50.941,-47.1371,-2.8913,2.4476,-0.3034,0.9529,0.0358,2.7202,8.6895,-0.6895,-1.8871,-7.1697,4.7707,0.0705,-7.1697,-4.7707,0.0002,-3.4758,-1.7347,1.0023,-1.0,-46.5489
-13.0827,-25.1654,126.8267,-1.4811,0.2703,-8.0827,16.0827,-30.1654,38.2645,198.3226,-83.5786,-0.4937,0.8696,-0.1178,-0.8587,0.5125,-14.1014,0.5199,3.6998,2.6449,3.617,-22.392,-210.8373,13.0827,-3.0827,0.6459,-0.4293,-50.3308,32.1654,50.3142,-46.3472,-2.4685,2.6089,-0.2553,0.9669,0.0365,2.7135,8.5579,-0.5579,-1.7173,-7.0351,4.7944,0.071,-7.0351,-4.7944,0.0002,-3.4231,-1.7147,0.985,-1.0,-46.2481
-12.9825,-24.9649,125.2195,-1.2125,0.273,-7.9825,15.9825,-29.9649,37.5808,195.5091,-82.2721,-0.4042,0.9147,0.1063,-0.7394,0.6733,-14.1014,0.5225,3.6629,2.6378,3.6031,-21.8812,-205.8293,12.9825,-2.9825,0.5247,-0.3697,-49.9298,31.9649,49.6913,-45.5633,-2.0209,2.744,-0.2065,0.9784,0.0373,2.7069,8.4272,-0.4272,-1.4788,-6.8954,4.8094,0.0715,-6.8954,-4.8094,0.0002,-3.3709,-1.6949,0.9679,-1.0,-45.9474
-12.8822,-24.7644,123.6222,-0.9318,0.2758,-7.8822,15.8822,-29.7644,36.9032,192.7156,-80.9756,-0.3106,0.9505,0.3293,-0.5905,0.807,-14.1014,0.5251,3.6263,2.6306,3.5892,-21.3782,-200.8996,12.8822,-2.8822,0.4001,-0.2952,-49.5288,31.7644,49.0724,-44.7854,-1.5531,2.8516,-0.1573,0.9876,0.038,2.7002,8.2976,-0.2976,-1.181,-6.7517,4.8152,0.072,-6.7517,-4.8152,0.0002,-3.319,-1.6753,0.951,-1.0,-45.6466
-12.782,-24.5639,122.0351,-0.6418,0.2785,-7.782,15.782,-29.5639,36.2316,189.9423,-79.6892,-0.2139,0.9769,0.549,-0.4179,0.9085,-14.1014,0.5278,3.5902,2.6234,3.5752,-20.8829,-196.0475,12.782,-2.782,0.2734,-0.209,-49.1278,31.5639,48.4576,-44.0135,-1.0696,2.9306,-0.1076,0.9942,0.0388,2.6934,8.1689,-0.1689,-0.8359,-6.6049,4.8114,0.0726,-6.6049,-4.8114,0.0003,-3.2676,-1.6558,0.9343,-1.0,-45.3459
-12.6817,-24.3634,120.4579,-0.3452,0.2813,-7.6817,15.6817,-29.3634,35.566,187.189,-78.4128,-0.1151,0.9934,0.7632,-0.2286,0.9735,-14.1014,0.5304,3.5543,2.6161,3.5611,-20.3954,-191.2726,12.6817,-2.6817,0.1459,-0.1143,-48.7268,31.3634,47.8468,-43.2477,-0.5754,2.9801,-0.0576,0.9983,0.0396,2.6866,8.0413,-0.0413,-0.4573,-6.4559,4.7979,0.0731,-6.4559,-4.7979,0.0003,-3.2165,-1.6365,0.9178,-1.0,-45.0451
-12.5815,-24.1629,118.8908,-0.0452,0.2842,-7.5815,15.5815,-29.1629,34.9064,184.4559,-77.1465,-0.0151,0.9999,0.9697,-0.0302,0.9995,-14.1014,0.5331,3.5189,2.6087,3.547,-19.9156,-186.5741,12.5815,-2.5815,0.019,-0.0151,-48.3258,31.1629,47.24,-42.4879,-0.0754,2.9997,-0.0075,1.0,0.0404,2.6798,7.9146,0.0854,-0.0603,-6.3058,4.7743,0.0736,-6.3058,-4.7743,0.0004,-3.1659,-1.6174,0.9015,-1.0,-44.7444
-12.4812,-23.9624,117.3338,0.2552,0.287,-7.4812,15.4812,-28.9624,34.2529,181.7428,-75.8902,0.0851,0.9964,1.1665,0.1695,0.9855,-14.1014,0.5358,3.4838,2.6013,3.5329,-19.4433,-181.9515,12.4812,-2.4812,-0.1062,0.0848,-47.9248,30.9624,46.6373,-41.7341,0.4253,2.9891,0.0426,0.9991,0.0412,2.6729,7.789,0.211,0.339,-6.1555,4.7407,0.0742,-6.1555,-4.7407,0.0004,-3.1156,-1.5984,0.8854,-1.0,-44.4436
-12.381,-23.7619,115.7868,0.5531,0.2899,-7.381,15.381,-28.7619,33.6054,179.0499,-74.644,0.1844,0.9829,1.3516,0.3624,0.932,-14.1014,0.5385,3.449,2.5938,3.5187,-18.9785,-177.4042,12.381,-2.381,-0.2283,0.1812,-47.5238,30.7619,46.0385,-40.9864,0.9218,2.9486,0.0926,0.9957,0.042,2.6659,7.6644,0.3356,0.7248,-6.0061,4.6971,0.0747,-6.0061,-4.6971,0.0005,-3.0658,-1.5796,0.8695,-1.0,-44.1429
-12.2807,-23.5614,114.2499,0.8454,0.2929,-7.2807,15.2807,-28.5614,32.964,176.377,-73.4078,0.2818,0.9595,1.5231,0.5408,0.8412,-14.1014,0.5412,3.4146,2.5863,3.5044,-18.5212,-172.9315,12.2807,-2.2807,-0.3461,0.2704,-47.1228,30.5614,45.4438,-40.2447,1.409,2.8784,0.1423,0.9898,0.0429,2.6589,7.5408,0.4592,1.0815,-5.8586,4.6437,0.0753,-5.8586,-4.6437,0.0005,-3.0163,-1.5609,0.8537,-1.0,-43.8421
-12.1805,-23.3609,112.723,1.1292,0.2958,-7.1805,15.1805,-28.3609,32.3286,173.7243,-72.1817,0.3764,0.9265,1.6793,0.6975,0.7166,-14.1014,0.5439,3.3806,2.5787,3.4901,-18.0713,-168.5329,12.1805,-2.1805,-0.4585,0.3487,-46.7218,30.3609,44.8531,-39.509,1.8821,2.7794,0.1918,0.9814,0.0438,2.6519,7.4182,0.5818,1.3949,-5.7138,4.5806,0.0759,-5.7138,-4.5806,0.0006,-2.9673,-1.5424,0.8382,-1.0,-43.5414
-12.0802,-23.1604,111.2062,1.4017,0.2988,-7.0802,15.0802,-28.1604,31.6992,171.0916,-70.9656,0.4672,0.8841,1.8186,0.8262,0.5634,-14.1014,0.5466,3.3469,2.5711,3.4757,-17.6288,-164.2077,12.0802,-2.0802,-0.5644,0.4131,-46.3208,30.1604,44.2664,-38.7794,2.3362,2.6524,0.2407,0.9706,0.0446,2.6448,7.2966,0.7034,1.6524,-5.5729,4.5082,0.0765,-5.5729,-4.5082,0.0007,-2.9186,-1.524,0.8228,-1.0,-43.2406
-11.9799,-22.9599,109.6994,1.6601,0.3018,-6.9799,14.9799,-27.9599,31.0758,168.4791,-69.7596,0.5534,0.8329,1.9397,0.9219,0.3875,-14.1014,0.5494,3.3135,2.5634,3.4612,-17.1935,-159.9553,11.9799,-1.9799,-0.663,0.4609,-45.9198,29.9599,43.6838,-38.0558,2.7669,2.4988,0.289,0.9573,0.0455,2.6376,7.176,0.824,1.8437,-5.4366,4.4269,0.077,-5.4366,-4.4269,0.0008,-2.8704,-1.5058,0.8076,-1.0,-42.9398
-11.8797,-22.7594,108.2027,1.9019,0.3048,-6.8797,14.8797,-27.7594,30.4585,165.8867,-68.5636,0.634,0.7734,2.0413,0.9806,0.1962,-14.1014,0.5521,3.2804,2.5557,3.4467,-16.7655,-155.7752,11.8797,-1.8797,-0.7531,0.4903,-45.5188,29.7594,43.1052,-37.3382,3.1698,2.3201,0.3366,0.9416,0.0465,2.6304,7.0564,0.9436,1.9611,-5.3059,4.3373,0.0776,-5.3059,-4.3373,0.0009,-2.8225,-1.4878,0.7926,-1.0,-42.6391
-11.7794,-22.5589,106.7161,2.1246,0.3079,-6.7794,14.7794,-27.5589,29.8472,163.3143,-67.3777,0.7082,0.706,2.1224,1.0,-0.003,-14.1014,0.5549,3.2477,2.5478,3.4321,-16.3446,-151.6668,11.7794,-1.7794,-0.8342,0.5,-45.1178,29.5589,42.5305,-36.6266,3.5409,2.1181,0.3834,0.9236,0.0474,2.6232,6.9378,1.0622,2.0,-5.1815,4.2399,0.0783,-5.1815,-4.2399,0.001,-2.7751,-1.4699,0.7778,-1.0,-42.3383
-11.6792,-22.3584,105.2394,2.3259,0.311,-6.6792,14.6792,-27.3584,29.2419,160.7621,-66.2018,0.7753,0.6316,2.1822,0.9794,-0.2021,-14.1014,0.5577,3.2153,2.54,3.4175,-15.9309,-147.6293,11.6792,-1.6792,-0.9055,0.4897,-44.7168,29.3584,41.9599,-35.9211,3.8764,1.8948,0.4292,0.9032,0.0484,2.6159,6.8202,1.1798,1.9587,-5.0643,4.1354,0.0789,-5.0643,-4.1354,0.0011,-2.7281,-1.4521,0.7632,-1.0,-42.0376
-11.5789,-22.1579,103.7729,2.5038,0.3141,-6.5789,14.5789,-27.1579,28.6427,158.2299,-65.036,0.8346,0.5508,2.2201,0.9195,-0.3931,-14.1014,0.5605,3.1832,2.532,3.4028,-15.5241,-143.6623,11.5789,-1.5789,-0.9664,0.4597,-44.3158,29.1579,41.3934,-35.2216,4.173,1.6525,0.4739,0.8806,0.0493,2.6085,6.7036,1.2964,1.839,-4.9549,4.0245,0.0795,-4.9549,-4.0245,0.0012,-2.6814,-1.4345,0.7487,-1.0,-41.7368
-11.4787,-21.9574,102.3163,2.6566,0.3173,-6.4787,14.4787,-26.9574,28.0494,155.7179,-63.8802,0.8855,0.4645,2.2356,0.8228,-0.5684,-14.1014,0.5633,3.1515,2.524,3.388,-15.1244,-139.7652,11.4787,-1.4787,-1.0165,0.4114,-43.9148,28.9574,40.8308,-34.5281,4.4277,1.3936,0.5174,0.8557,0.0503,2.6011,6.588,1.412,1.6455,-4.8538,3.9082,0.0801,-4.8538,-3.9082,0.0014,-2.6352,-1.4171,0.7344,-1.0,-41.4361
-11.3784,-21.7569,100.8699,2.7828,0.3205,-6.3784,14.3784,-26.7569,27.4623,153.2259,-62.7345,0.9276,0.3736,2.2288,0.6931,-0.7209,-14.1014,0.5661,3.12,2.516,3.3732,-14.7316,-135.9372,11.3784,-1.3784,-1.0555,0.3465,-43.5138,28.7569,40.2723,-33.8407,4.638,1.1208,0.5596,0.8287,0.0514,2.5936,6.4735,1.5265,1.3861,-4.7616,3.7871,0.0808,-4.7616,-3.7871,0.0015,-2.5894,-1.3998,0.7203,-1.0,-41.1353
-11.2782,-21.5564,99.4334,2.881,0.3237,-6.2782,14.2782,-26.5564,26.8811,150.7541,-61.5988,0.9603,0.2789,2.1995,0.5356,-0.8445,-14.1014,0.569,3.0889,2.5078,3.3583,-14.3456,-132.1778,11.2782,-1.2782,-1.0831,0.2678,-43.1128,28.5564,39.7177,-33.1593,4.8016,0.8366,0.6005,0.7996,0.0524,2.5861,6.3599,1.6401,1.0712,-4.6788,3.6623,0.0814,-4.6788,-3.6623,0.0017,-2.544,-1.3826,0.7063,-1.0,-40.8346
-11.1779,-21.3559,98.0071,2.9502,0.327,-6.1779,14.1779,-26.3559,26.306,148.3023,-60.4732,0.9834,0.1814,2.1482,0.3567,-0.9342,-14.1014,0.5718,3.0581,2.4996,3.3433,-13.9664,-128.4865,11.1779,-1.1779,-1.0993,0.1784,-42.7118,28.3559,39.1672,-32.4839,4.9171,0.5441,0.6398,0.7686,0.0535,2.5785,6.2473,1.7527,0.7134,-4.6056,3.5347,0.0821,-4.6056,-3.5347,0.0019,-2.4989,-1.3656,0.6926,-1.0,-40.5338
-11.0777,-21.1554,96.5907,2.9899,0.3303,-6.0777,14.0777,-26.1554,25.7369,145.8707,-59.3577,0.9966,0.082,2.0753,0.1635,-0.9865,-14.1014,0.5747,3.0276,2.4914,3.3283,-13.594,-124.8626,11.0777,-1.0777,-1.104,0.0818,-42.3108,28.1554,38.6208,-31.8146,4.9832,0.2461,0.6775,0.7355,0.0545,2.5709,6.1358,1.8642,0.327,-4.5422,3.4053,0.0828,-4.5422,-3.4053,0.0022,-2.4543,-1.3487,0.6789,-1.0,-40.2331
-10.9774,-20.9549,95.1845,2.9995,0.3336,-5.9774,13.9774,-25.9549,25.1738,143.4592,-58.2521,0.9998,-0.0181,1.9815,-0.0363,-0.9993,-14.1014,0.5776,2.9974,2.483,3.3132,-13.2283,-121.3054,10.9774,-0.9774,-1.0976,-0.0181,-41.9098,27.9549,38.0783,-31.1513,4.9992,-0.0544,0.7135,0.7007,0.0557,2.5632,6.0252,1.9748,-0.0725,-4.4889,3.2751,0.0835,-4.4889,-3.2751,0.0024,-2.4101,-1.3319,0.6655,-1.0,-39.9323
-10.8772,-20.7544,93.7882,2.979,0.337,-5.8772,13.8772,-25.7544,24.6168,141.0677,-57.1567,0.993,-0.1181,1.8679,-0.2346,-0.9721,-14.1014,0.5805,2.9675,2.4746,3.2981,-12.8692,-117.8145,10.8772,-0.8772,-1.0801,-0.1173,-41.5088,27.7544,37.5399,-30.494,4.965,-0.3543,0.7477,0.664,0.0568,2.5555,5.9157,2.0843,-0.4691,-4.4456,3.1451,0.0842,-4.4456,-3.1451,0.0027,-2.3663,-1.3153,0.6522,-1.0,-39.6316
-10.7769,-20.5539,92.4021,2.9286,0.3404,-5.7769,13.7769,-25.5539,24.0658,138.6964,-56.0712,0.9762,-0.2169,1.7355,-0.4235,-0.9059,-14.1014,0.5834,2.9379,2.4661,3.2828,-12.5166,-114.3891,10.7769,-0.7769,-1.052,-0.2117,-41.1078,27.5539,37.0054,-29.8427,4.881,-0.6507,0.78,0.6257,0.0579,2.5476,5.8071,2.1929,-0.8469,-4.4123,3.0162,0.0849,-4.4123,-3.0162,0.003,-2.3228,-1.2988,0.6391,-1.0,-39.3308
-10.6767,-20.3534,91.0259,2.8488,0.3438,-5.6767,13.6767,-25.3534,23.5208,136.3451,-54.9959,0.9496,-0.3135,1.5857,-0.5954,-0.8034,-14.1014,0.5864,2.9086,2.4576,3.2675,-12.1705,-111.0288,10.6767,-0.6767,-1.0138,-0.2977,-40.7068,27.3534,36.475,-29.1975,4.7479,-0.9405,0.8104,0.5859,0.0591,2.5398,5.6996,2.3004,-1.1908,-4.3888,2.8895,0.0856,-4.3888,-2.8895,0.0033,-2.2798,-1.2824,0.6262,-1.0,-39.0301
-10.5764,-20.1529,89.6599,2.7403,0.3473,-5.5764,13.5764,-25.1529,22.9819,134.014,-53.9306,0.9134,-0.407,1.4199,-0.7435,-0.6688,-14.1014,0.5893,2.8796,2.449,3.2521,-11.8309,-107.7328,10.5764,-0.5764,-0.9661,-0.3717,-40.3058,27.1529,35.9487,-28.5583,4.5672,-1.2209,0.8387,0.5445,0.0603,2.5318,5.5931,2.4069,-1.487,-4.3748,2.766,0.0864,-4.3748,-2.766,0.0037,-2.2372,-1.2662,0.6134,-1.0,-38.7293
-10.4762,-19.9524,88.3039,2.6044,0.3508,-5.4762,13.4762,-24.9524,22.449,131.7029,-52.8753,0.8681,-0.4963,1.2399,-0.8618,-0.5073,-14.1014,0.5923,2.8509,2.4403,3.2367,-11.4977,-104.5006,10.4762,-0.4762,-0.9095,-0.4309,-39.9048,26.9524,35.4263,-27.9252,4.3406,-1.489,0.865,0.5018,0.0615,2.5238,5.4875,2.5125,-1.7236,-4.37,2.6465,0.0871,-4.37,-2.6465,0.0041,-2.195,-1.25,0.6008,-1.0,-38.4286
-10.3759,-19.7519,86.9579,2.4423,0.3543,-5.3759,13.3759,-24.7519,21.9221,129.412,-51.8301,0.8141,-0.5807,1.0474,-0.9455,-0.3255,-14.1014,0.5952,2.8224,2.4315,3.2212,-11.1708,-101.3316,10.3759,-0.3759,-0.8447,-0.4728,-39.5038,26.7519,34.908,-27.298,4.0705,-1.7422,0.889,0.4579,0.0628,2.5158,5.383,2.617,-1.8911,-4.3739,2.532,0.0879,-4.3739,-2.532,0.0046,-2.1532,-1.2341,0.5884,-1.0,-38.1278
-10.2757,-19.5514,85.622,2.2556,0.3579,-5.2757,13.2757,-24.5514,21.4012,127.1412,-50.7949,0.7519,-0.6593,0.8445,-0.9914,-0.1307,-14.1014,0.5982,2.7943,2.4226,3.2056,-10.8501,-98.2251,10.2757,-0.2757,-0.7726,-0.4957,-39.1028,26.5514,34.3936,-26.6769,3.7594,-1.9779,0.9109,0.4127,0.064,2.5076,5.2795,2.7205,-1.9829,-4.386,2.4234,0.0887,-4.386,-2.4234,0.0051,-2.1118,-1.2182,0.5761,-1.0,-37.8271
-10.1754,-19.3509,84.2961,2.0464,0.3615,-5.1754,13.1754,-24.3509,20.8864,124.8904,-49.7698,0.6821,-0.7312,0.633,-0.9976,0.0694,-14.1014,0.6012,2.7664,2.4137,3.1899,-10.5356,-95.1806,10.1754,-0.1754,-0.6941,-0.4988,-38.7018,26.3509,33.8833,-26.0619,3.4106,-2.1937,0.9304,0.3666,0.0653,2.4994,5.177,2.823,-1.9952,-4.4056,2.3214,0.0895,-4.4056,-2.3214,0.0056,-2.0708,-1.2025,0.5639,-1.0,-37.5263
-10.0752,-19.1504,82.9803,1.8165,0.3651,-5.0752,13.0752,-24.1504,20.3776,122.6598,-48.7547,0.6055,-0.7958,0.4152,-0.9638,0.2667,-14.1014,0.6043,2.7388,2.4047,3.1741,-10.2273,-92.1975,10.0752,-0.0752,-0.6101,-0.4819,-38.3008,26.1504,33.3771,-25.4528,3.0276,-2.3875,0.9476,0.3195,0.0667,2.4912,5.0755,2.9245,-1.9276,-4.4321,2.2267,0.0903,-4.4321,-2.2267,0.0062,-2.0302,-1.1868,0.552,-1.0,-37.2256
